"4/4/2014 9:00:00",40.7643,-73.9788,"B02512"
"4/4/2014 9:00:00",40.7603,-73.9599,"B02512"
"4/4/2014 9:03:00",40.7649,-73.9717,"B02512"
"4/4/2014 9:03:00",40.6952,-73.9644,"B02512"
"4/4/2014 9:08:00",40.7711,-73.8661,"B02512"
"4/4/2014 9:11:00",40.71,-73.9682,"B02512"
"4/4/2014 9:11:00",40.7793,-73.9834,"B02512"
"4/4/2014 9:12:00",40.7435,-73.9961,"B02512"
"4/4/2014 9:12:00",40.745,-73.9893,"B02512"
"4/4/2014 9:15:00",40.7486,-73.9771,"B02512"
"4/4/2014 9:17:00",40.7364,-73.9971,"B02512"
"4/4/2014 9:17:00",40.7369,-73.9888,"B02512"
"4/4/2014 9:17:00",40.7753,-73.9904,"B02512"
"4/4/2014 9:18:00",40.7408,-73.9918,"B02512"
"4/4/2014 9:18:00",40.7665,-73.9914,"B02512"
"4/4/2014 9:21:00",40.7163,-73.9948,"B02512"
"4/4/2014 9:21:00",40.7198,-74.0004,"B02512"
"4/4/2014 9:23:00",40.7567,-73.9852,"B02512"
"4/4/2014 9:23:00",40.733,-73.975,"B02512"
"4/4/2014 9:24:00",40.6878,-74.1814,"B02512"
"4/4/2014 9:24:00",40.8053,-73.9954,"B02512"
"4/4/2014 9:24:00",40.7739,-73.9596,"B02512"
"4/4/2014 9:25:00",40.7638,-73.9691,"B02512"
"4/4/2014 9:26:00",40.7781,-73.9619,"B02512"
"4/4/2014 9:27:00",40.7084,-74.0067,"B02512"
"4/4/2014 9:27:00",40.7603,-74.0027,"B02512"
"4/4/2014 9:27:00",40.7364,-74.0071,"B02512"
"4/4/2014 9:28:00",40.7598,-73.9786,"B02512"
"4/4/2014 9:28:00",40.7238,-74.0109,"B02512"
"4/4/2014 9:32:00",40.759,-73.9852,"B02512"
"4/4/2014 9:33:00",40.6878,-74.1817,"B02512"
"4/4/2014 9:34:00",40.7578,-73.9697,"B02512"
"4/4/2014 9:35:00",40.7679,-73.968,"B02512"
"4/4/2014 9:36:00",40.7406,-74.0357,"B02512"
"4/4/2014 9:36:00",40.7406,-74.0357,"B02512"
"4/4/2014 9:37:00",40.7394,-74.0278,"B02512"
"4/4/2014 9:37:00",40.7394,-74.0278,"B02512"
"4/4/2014 9:40:00",40.7729,-73.9542,"B02512"
"4/4/2014 9:44:00",40.7879,-73.9748,"B02512"
"4/4/2014 9:44:00",40.7614,-73.973,"B02512"
"4/4/2014 9:46:00",40.741,-73.9857,"B02512"
"4/4/2014 9:47:00",40.7754,-73.9461,"B02512"
"4/4/2014 9:47:00",40.6769,-73.9561,"B02512"
"4/4/2014 9:48:00",40.7458,-73.9779,"B02512"
